Text,label
اتمنى من البلاد تطوير التطبيق مثل باقي البنوك,Negative
عندي مشكل في توصيل بطاقة الاحوال عن طريق بريد,Negative
علمونا شلون نشارك ولا ترا بحول صرافتي للرياض🌚,Neutral
هل تركيب المضله المقوسة تعتبر مخالفة أو نظاميه,Neutral
"السلام عليكم 
رجاءً تواصلو معي على الخاص ضروري",Neutral
صيانة تويوتا #تويوتا #مكه_المكرمة #الكعكية ❤️🌹🙏,Neutral
اقفل القديمه يعني واطلع الجديده !!؟ عشان الرسوم,Neutral
الى الان لايمكن اضافة مبلغ بعملة الجنيه المصرى؟؟,Negative
شروطكم عامه مافيه شي مميز او جديد لكن النسبه كم ؟,Negative
كم أسعار تويوتا كامري بنزين الفل كامل ٤ سلندر ٢٠٢٤,Neutral
لو خليتوا لون السيارة جبلي راح يطلع الإعلان أروع …,Neutral
متوفر عندكم معمول خاص بالدايت ( خالي من السكر ) ؟ 🌹,Neutral
السلام عليكم انا عندي مشكله ياليت لو تكلموني دايركت,Neutral
افا عاد لا تشيلون هم وانا موجوده ماراح انساكم ❤️❤️❤️,Neutral
والمبيعات فرع خريص طوال الاسبوع من الساعه كم الى كم؟,Neutral
وظايف الماجد موسميه انا بنجران وسجلت فيه مجال تقبلوني,Neutral
"السلام عليكم ورحمة الله 
متي يتوفر عود ٣٥ في المتجر ؟",Neutral
ما جاوبتني . هل الىاف فور تصنيعها في اليابان او الصين ؟,Neutral
"السلام عليكم 
هل استطيع نقل ملكية دراجة نارية على ابشر ؟",Neutral
"عزيزي تم ارسال طلب على الخاص ارجو الافادة منكم

 تحياتي 🌹",Neutral
الله بس متى انزف فيها 🤣😂يمكن يضرب معنا الحظ مثل محل افران,Neutral
تستاهل يا ابو محمد ، و عندي لك موضوع خاص كيف اتواصل معك ؟,Neutral
نبغى مكافأة صدق ماهو كلام. هل أنتم قدها وتعطوني مكافأه؟؟!!,Neutral
"#بطاقتنا_تفوز4 
'' بطاقة قيمرز ""
واحلا رد مني لمصرف الراجحي",Neutral
الله يسعدكم متى يتوفر مسك الشيوخ بالفروع والموقع الالكتروني؟,Neutral
"سلام عليكم استفسار 

هل اقدر اطلع نقل ملكيه سياره من المرور ؟",Neutral
الجو جدا مخيف وغبار ومطر وهوا اسوأ من امس ياليت تعلقو الدراسة,Negative
السلام عليكم لو سمحتوا ، كم اسعار لكزس es350 فئة DD 2023 ؟؟؟؟,Neutral
قسم المليون على اللي ردوا على التغريدة. يكون الكل راضي صدقوني 🤍,Neutral
"السلام عليكم ورحمة الله وبركاته 
لكم رساله على الخاص برجاء الرد",Neutral
هل يتم توفير اطارات LX570 موديل 2021 لدى وكيلكم تويوتا او لكزس ؟,Neutral
السلام عليكم جيب شاص 2024 غمارتين ماهي الاسعار و الفئات المتوفرة,Neutral
"كل عام وراية التوحيد شامخة

#يوم_العلم
⁧#لكزس⁩ ⁧#لكزس_السعودية⁩⁣",Neutral
"#جوائز_مفروشات_العبداللطيف 💰
.
.الفاتحة. مكة المكرمة سورة البقرة",Neutral
"#الرياض_الان
#الهجوم_الارهابي 
يالله ياكريم في هذا الشهر الفضيل🤲🏻",Neutral
السلام بالله عندي سهم المطاحن الحديثه شلون ابيعه من تطبيق راجحي ؟,Neutral
"تخفيض الضريبة القيمة المضافة 
شطب الرقم الضريبي 
شطب الرقم المميز",Neutral
"السلام عليكم ومساء الخير 
هل فيه عروض على جيب لكزس LX على دفعتين ؟",Neutral
هل يوجد طرق اخرى للبيع غير الحضور الى الفرع بالطريقه النظامية !!!؟,Neutral
"كم تبون رتويت وتعطوني لكزس ٢٤

الله يطول بعمر امي والله يحفظ كل ام",Neutral
ابي صور لشماغ بيور غير الي موجوده بالموقع يعني مثلاً شخص لابسه كذا,Neutral
يارب ياكريم ان ترزقني ابي اسدد القرض وارتاح يارب ان تجعلها من نصيبي,Neutral
هل مسموح تركيب لوحة على سيارتين برقم تسلسلي مختلف ولكن لنفس المالك؟؟,Neutral
سرعه الرياح في الجبيل ٥٧ مع غبار شديد نرجو منكم تعليق الدراسة وشكرًا,Neutral
قدمت على قرض شخصي استحق ٨٠ الف لكن مع الارباح طلع المجموع ١٠٧ ! ليه ؟,Neutral
السلام عليكم عندي استفسار بخصوص زيت القير ل لكزس جي اس 2017 كم لزوجته,Neutral
كيف استلم اللوحات من المرور من غير توصيل بتقديم الطلب يطلع لي توصيل بس,Neutral
التيربو يعطي دبل وعزم اقوى لا يهمك السلندرات اهم شيء مواصفات المحرك ككل,Neutral
السلام عليكم كيف بامكاني متابعة حجز مركبة لان الموظف كلمني من تلفون ثابت,Neutral
"مكة المكرمة 

ربي أكرمني وأنت أكرم الأكرمين

#هدايا_العبداللطيف_الرمضانية",Neutral
المعلمة الي تبي تنقل من الاحساء إلى الدمام يعتبر نقل داخلي أو خارجي وشكراً,Neutral
يارب أفوز معاك في ماتش طيب الأصلي بالسعر الأصلي واسدد دين اخوي يارب يا كريم,Neutral
"هل وصل موديل 2024 
وممكن احصل على انواع فئات اللكزس وتفاصيلها ومميزاتها سيدان",Neutral
ممكن رقم للتواصل مع المدرسة عندي استفسار بخصوص التسجيل في العام الدراسي الجديد,Neutral
وش رايكم تسوون مسابقه لو بريالين وتفوزوني بحس بشعور الفوز بما اني عميل عندكم 😂,Neutral
طلعت فيزا الفرسان انفنت واذا جيت ادخل رقم عضويتي يرفض الحفظ .. ياليت لو تفيدوني,Neutral
"خاطري اروح والله
الله يسعدكم ويبارك لكم
من تطوير و تقادم 
باذن الله

#بنك_البلاد",Neutral
السلام عليكم انا جددت اقامه العامله المنزليه ومالقيت خانه توصيل الاقامه ما العمل,Neutral
السلام عليكم لدي سيارة مرهمة خارجي تحويل موديل هل بإمكاني اخذ تصريح تعديل مركبة؟,Neutral
"طيب عندي جيكسار ديزل ماشي ٤٣ الف اقدر استبدله مع دفع الفرق المالي 
او تشترونه مني",Neutral
كيف الواحد يتواصل مع موظف من عندك مباشرة زمان اتصال ويردوا دحين مافي احتاج مساعدة,Negative
السلام عليكم هل نقل ملكية السياره يلزم اني اسدد جميع مخالفاتي قبل استلام السياره ؟,Neutral
قمت بتجديد تاميني طرف ثالث واريد تقل الملكيه لاحد افراد العائلة لكن ابشر يرفض ذلك ؟,Neutral
طيب كيف السحب ايش اسوي يعني انابع والا ايش انا خطاه من زمان 2000 ريال مو الف وبعدين ؟,Neutral
وش مواصفات ال ES فئة BH ؟ ٦ سلندر ولا ٤ وهل هي هايبريد او لا وهل تجي سوح او فل اوبشن ؟,Neutral
من 9 مارس الي اليوم. ماقدرت اسوي الغاء للطلب ولا اقدر اسوي اكمال للطلب أتمنى تساعدوني 😇,Negative
"اذا سمحتوا
سرعة الطريق 120 على كم يتم الرصد الالي ؟
نبغى رقم 
وهل يختلف من سيارة لاخرى ؟",Neutral
"السلام عليكم ورحمه الله وبركاته 
بسألكم هل استطيع ان اعيد البكالوريوس وبقسم جديد او لا ؟",Neutral
"أنا مهتم بالجنس أو الجنس
✅سيدتي الطيبة
✅موقع آمن+
✅أفضل سعر رخيص
💢 دعم العملاء ❗
📞 واتساب",Neutral
شفت الخبر اليوم وعندي نفس المشكلة من زمان نتعه بالقير كامري 2013 هل يشملني الصيانه الان ؟,Neutral
ممكن تزودني بمواصفات كورولا 2024 - 2000 سي سي الاستاندر والمطور والفرق بينهم مع ذكر السعر,Neutral
انا م اخلي نور شغال طفشتهم حتى اذا رحت لاهلي بس اطفي وراي واخلي بنفس الجلسه نور واحد فقط😂😂,Neutral
السلام عليكم. رواتب موظفي الراجحي تاريخ كم تنزل من كل شهر وهل هو تاريخ ثابت او كل شهر بتاريخ,Neutral
"بالشهر الفضيل والدعوه عند الفطر مستاجبه "" ماودكم تهدوني سياره لكزس اي نوع راضي دامها هديه😁🫣""",Neutral
"شكراً لمجهوداتكم
ياليت تشنون حملة على اصحاب الدبابلت لتوصيل الوجبات
يعرضون نفسهم وغيرهم للخطر",Mixed
ياليت مرور الرياض يفرز السيارات الخردة الغير صالحة للسير وكبسها بمكبس من ايطاليا يتم استيرادة,Neutral
"السلام عليكم 
ارجو التواصل من اجل تفعيل المشاركة المجتمعية 
جمعية كلانا لرعاية مرضى الفشل الكلوي",Neutral
"سلان عليكم تواصل مغي البنك وانا كنت في المسجد قبل دقيقه من رقم 0114798888
ارجوا اعادة التواصل معي",Neutral
"#ساعة_الأرض 
#الماجد_للعود 

اكثر انسانه تحس بمتعة وهي تطفي الاضواء هي انا 

بالله مااستاهل الكوبون",Neutral
"ما شاء الله تبارك الرحمن 

انا احد سكان المناطق الأثرية 

إن شاء الله اذا زرقني الله امتلك هالجيب 🤩👍",Neutral
السلام عليكم بخصوص الأمر الملكي برفع إيقاف الخدمات وعدم منع التعاملات البنكية هل تفعل عندكم ولا لسى ؟,Neutral
"دائماً تقول 
الله يسعدك وين ماكنتي ويحفظك وييسسر امورك كلها 🤍🌸
الله يحفظها حبيبتي امي🤍🥹

#حاضر_وموجود",Neutral
